source,url,description,concepts,,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435C0,"Given a rectangle, parallelogram, trapezoid, or regular polygon, describe the rotations and reflections that carry it onto itself.","[{""text"":""Square"",""relevance"":""0.946378"",""dbpedia"":""http://dbpedia.org/resource/Square_(geometry)"",""freebase"":""http://rdf.freebase.com/ns/m.030jx3"",""yago"":""http://yago-knowledge.org/resource/Square_(geometry)""},{""text"":""Regular polygon"",""relevance"":""0.81585"",""dbpedia"":""http://dbpedia.org/resource/Regular_polygon"",""freebase"":""http://rdf.freebase.com/ns/m.01x5bc"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvyHrCJwpEbGdrcN5Y29ycA""},{""text"":""Quadrilateral"",""relevance"":""0.756535"",""dbpedia"":""http://dbpedia.org/resource/Quadrilateral"",""freebase"":""http://rdf.freebase.com/ns/m.06b24"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvn5lgpwpEbGdrcN5Y29ycA""},{""text"":""Polygon"",""relevance"":""0.728531"",""dbpedia"":""http://dbpedia.org/resource/Polygon"",""freebase"":""http://rdf.freebase.com/ns/m.05wpw"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjVXJwpEbGdrcN5Y29ycA""},{""text"":""Pentagon"",""relevance"":""0.705795"",""dbpedia"":""http://dbpedia.org/resource/Pentagon"",""freebase"":""http://rdf.freebase.com/ns/m.05zns"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvaReBJwpEbGdrcN5Y29ycA""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S114360D,"Prove the Pythagorean identity sinï¿½_(ï¿½ï¿½) + cosï¿½_(ï¿½ï¿½) = 1 and use it to find sin(ï¿½ï¿½), cos(ï¿½ï¿½), or tan(ï¿½ï¿½) given sin(ï¿½ï¿½), cos(ï¿½ï¿½), or tan(ï¿½ï¿½) and the quadrant of the angle.","[{""text"":""Euclidean geometry"",""relevance"":""0.845731"",""dbpedia"":""http://dbpedia.org/resource/Euclidean_geometry"",""freebase"":""http://rdf.freebase.com/ns/m.02kvn""},{""text"":""Angle"",""relevance"":""0.844364"",""dbpedia"":""http://dbpedia.org/resource/Angle"",""freebase"":""http://rdf.freebase.com/ns/m.0mwc""},{""text"":""Right angle"",""relevance"":""0.769313"",""dbpedia"":""http://dbpedia.org/resource/Right_angle"",""freebase"":""http://rdf.freebase.com/ns/m.02p0wnz""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S114360E,"(+) Prove the addition and subtraction formulas for sine, cosine, and tangent and use them to solve problems.","[{""text"":""Subtraction"",""relevance"":""0.920839"",""dbpedia"":""http://dbpedia.org/resource/Subtraction"",""freebase"":""http://rdf.freebase.com/ns/m.0jt6w""},{""text"":""Problem solving"",""relevance"":""0.915043"",""dbpedia"":""http://dbpedia.org/resource/Problem_solving"",""freebase"":""http://rdf.freebase.com/ns/m.053w_z""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435BF,"Represent transformations in the plane using, e.g., transparencies and geometry software; describe transformations as functions that take points in the plane as inputs and give other points as outputs. Compare transformations that preserve distance and angle to those that do not (e.g., translation versus horizontal stretch).","[{""text"":""Perpendicular"",""relevance"":""0.897262"",""dbpedia"":""http://dbpedia.org/resource/Perpendicular"",""freebase"":""http://rdf.freebase.com/ns/m.0k6gz""},{""text"":""Euclidean geometry"",""relevance"":""0.85426"",""dbpedia"":""http://dbpedia.org/resource/Euclidean_geometry"",""freebase"":""http://rdf.freebase.com/ns/m.02kvn""},{""text"":""Plane"",""relevance"":""0.7476"",""dbpedia"":""http://dbpedia.org/resource/Plane_(geometry)"",""freebase"":""http://rdf.freebase.com/ns/m.0lf8p""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435BE,"Know precise definitions of angle, circle, perpendicular line, parallel line, and line segment, based on the undefined notions of point, line, distance along a line, and distance around a circular arc.","[{""text"":""Perpendicular"",""relevance"":""0.95444"",""dbpedia"":""http://dbpedia.org/resource/Perpendicular"",""freebase"":""http://rdf.freebase.com/ns/m.0k6gz""},{""text"":""Parallel"",""relevance"":""0.856134"",""dbpedia"":""http://dbpedia.org/resource/Parallel_(geometry)"",""freebase"":""http://rdf.freebase.com/ns/m.030zfn""},{""text"":""Elementary geometry"",""relevance"":""0.848921"",""dbpedia"":""http://dbpedia.org/resource/Elementary_geometry""},{""text"":""Line segment"",""relevance"":""0.807832"",""dbpedia"":""http://dbpedia.org/resource/Line_segment"",""freebase"":""http://rdf.freebase.com/ns/m.01hrzf"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvpeTbpwpEbGdrcN5Y29ycA""},{""text"":""Central angle"",""relevance"":""0.674775"",""dbpedia"":""http://dbpedia.org/resource/Central_angle"",""freebase"":""http://rdf.freebase.com/ns/m.02chcz""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435C5,"Explain how the criteria for triangle congruence (ASA, SAS, and SSS) follow from the definition of congruence in terms of rigid motions.","[{""text"":""Triangle"",""relevance"":""0.9044"",""dbpedia"":""http://dbpedia.org/resource/Triangle"",""freebase"":""http://rdf.freebase.com/ns/m.07jx7"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjrapwpEbGdrcN5Y29ycA""},{""text"":""Congruence"",""relevance"":""0.858233"",""dbpedia"":""http://dbpedia.org/resource/Congruence_(geometry)"",""freebase"":""http://rdf.freebase.com/ns/m.09ssc"",""yago"":""http://yago-knowledge.org/resource/Congruence_(geometry)""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435C4,Use the definition of congruence in terms of rigid motions to show that two triangles are congruent if and only if corresponding pairs of sides and corresponding pairs of angles are congruent.,"[{""text"":""Triangle"",""relevance"":""0.878864"",""dbpedia"":""http://dbpedia.org/resource/Triangle"",""freebase"":""http://rdf.freebase.com/ns/m.07jx7"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjrapwpEbGdrcN5Y29ycA""},{""text"":""Angle"",""relevance"":""0.875447"",""dbpedia"":""http://dbpedia.org/resource/Angle"",""freebase"":""http://rdf.freebase.com/ns/m.0mwc""},{""text"":""Congruence"",""relevance"":""0.863022"",""dbpedia"":""http://dbpedia.org/resource/Congruence_(geometry)"",""freebase"":""http://rdf.freebase.com/ns/m.09ssc"",""yago"":""http://yago-knowledge.org/resource/Congruence_(geometry)""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435C1,"Develop definitions of rotations, reflections, and translations in terms of angles, circles, perpendicular lines, parallel lines, and line segments.","[{""text"":""Parallel"",""relevance"":""0.932625"",""dbpedia"":""http://dbpedia.org/resource/Parallel_(geometry)"",""freebase"":""http://rdf.freebase.com/ns/m.030zfn""},{""text"":""Angle"",""relevance"":""0.914385"",""dbpedia"":""http://dbpedia.org/resource/Angle"",""freebase"":""http://rdf.freebase.com/ns/m.0mwc""},{""text"":""Perpendicular"",""relevance"":""0.894865"",""dbpedia"":""http://dbpedia.org/resource/Perpendicular"",""freebase"":""http://rdf.freebase.com/ns/m.0k6gz""},{""text"":""Plane"",""relevance"":""0.889769"",""dbpedia"":""http://dbpedia.org/resource/Plane_(geometry)"",""freebase"":""http://rdf.freebase.com/ns/m.0lf8p""},{""text"":""Line segment"",""relevance"":""0.85007"",""dbpedia"":""http://dbpedia.org/resource/Line_segment"",""freebase"":""http://rdf.freebase.com/ns/m.01hrzf"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvpeTbpwpEbGdrcN5Y29ycA""},{""text"":""Orientation"",""relevance"":""0.841067"",""dbpedia"":""http://dbpedia.org/resource/Orientation""},{""text"":""Euclidean geometry"",""relevance"":""0.719489"",""dbpedia"":""http://dbpedia.org/resource/Euclidean_geometry"",""freebase"":""http://rdf.freebase.com/ns/m.02kvn""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435C2,"Given a geometric figure and a rotation, reflection, or translation, draw the transformed figure using, e.g., graph paper, tracing paper, or geometry software. Specify a sequence of transformations that will carry a given figure onto another.","[{""text"":""Group"",""relevance"":""0.919743"",""dbpedia"":""http://dbpedia.org/resource/Group_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.04xl4""},{""text"":""Topology"",""relevance"":""0.917071"",""dbpedia"":""http://dbpedia.org/resource/Topology"",""freebase"":""http://rdf.freebase.com/ns/m.07cj3"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rWiHsSlDLEdqAAAACs70rUg""},{""text"":""Geometry"",""relevance"":""0.86526"",""dbpedia"":""http://dbpedia.org/resource/Geometry"",""freebase"":""http://rdf.freebase.com/ns/m.025x7g_"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvgcAf5wpEbGdrcN5Y29ycA""},{""text"":""Euclidean group"",""relevance"":""0.705312"",""dbpedia"":""http://dbpedia.org/resource/Euclidean_group"",""freebase"":""http://rdf.freebase.com/ns/m.02_r3j"",""yago"":""http://yago-knowledge.org/resource/Euclidean_group""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435C3,"Use geometric descriptions of rigid motions to transform figures and to predict the effect of a given rigid motion on a given figure; given two figures, use the definition of congruence in terms of rigid motions to decide if they are congruent.","[{""text"":""Figure"",""relevance"":""0.91136"",""dbpedia"":""http://dbpedia.org/resource/Figure""},{""text"":""Motion"",""relevance"":""0.886784"",""dbpedia"":""http://dbpedia.org/resource/Motion""},{""text"":""Geometry"",""relevance"":""0.867112"",""dbpedia"":""http://dbpedia.org/resource/Geometry"",""freebase"":""http://rdf.freebase.com/ns/m.025x7g_"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvgcAf5wpEbGdrcN5Y29ycA""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435C9,"Make formal geometric constructions with a variety of tools and methods (compass and straightedge, string, reflective devices, paper folding, dynamic geometric software, etc.). Copying a segment; copying an angle; bisecting a segment; bisecting an angle; constructing perpendicular lines, including the perpendicular bisector of a line segment; and constructing a line parallel to a given line through a point not on the line.","[{""text"":""Elementary geometry"",""relevance"":""0.951013"",""dbpedia"":""http://dbpedia.org/resource/Elementary_geometry""},{""text"":""Angle"",""relevance"":""0.92065"",""dbpedia"":""http://dbpedia.org/resource/Angle"",""freebase"":""http://rdf.freebase.com/ns/m.0mwc""},{""text"":""Perpendicular"",""relevance"":""0.815076"",""dbpedia"":""http://dbpedia.org/resource/Perpendicular"",""freebase"":""http://rdf.freebase.com/ns/m.0k6gz""},{""text"":""Polygon"",""relevance"":""0.773033"",""dbpedia"":""http://dbpedia.org/resource/Polygon"",""freebase"":""http://rdf.freebase.com/ns/m.05wpw"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjVXJwpEbGdrcN5Y29ycA""},{""text"":""Circle"",""relevance"":""0.770078"",""dbpedia"":""http://dbpedia.org/resource/Circle"",""freebase"":""http://rdf.freebase.com/ns/m.01vkl"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rmSmWUM7yEdmAAAACs0uFOQ""},{""text"":""Bisection"",""relevance"":""0.718152"",""dbpedia"":""http://dbpedia.org/resource/Bisection"",""freebase"":""http://rdf.freebase.com/ns/m.013wtj""},{""text"":""Compass and straightedge constructions"",""relevance"":""0.709981"",""dbpedia"":""http://dbpedia.org/resource/Compass_and_straightedge_constructions"",""freebase"":""http://rdf.freebase.com/ns/m.0gm1t""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435C6,Prove theorems about lines and angles.,[],,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435C7,Prove theorems about triangles.,"[{""text"":""Pythagorean theorem"",""relevance"":""0.878864"",""dbpedia"":""http://dbpedia.org/resource/Pythagorean_theorem"",""freebase"":""http://rdf.freebase.com/ns/m.05r2j"",""yago"":""http://yago-knowledge.org/resource/Pythagorean_theorem""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435C8,Prove theorems about parallelograms.,[],,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435CA,"Construct an equilateral triangle, a square, and a regular hexagon inscribed in a circle.","[{""text"":""Regular polygon"",""relevance"":""0.948477"",""dbpedia"":""http://dbpedia.org/resource/Regular_polygon"",""freebase"":""http://rdf.freebase.com/ns/m.01x5bc"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvyHrCJwpEbGdrcN5Y29ycA""},{""text"":""Hexagon"",""relevance"":""0.681285"",""dbpedia"":""http://dbpedia.org/resource/Hexagon"",""freebase"":""http://rdf.freebase.com/ns/m.0g85j"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rv8EXxJwpEbGdrcN5Y29ycA""},{""text"":""Polygons"",""relevance"":""0.568534"",""dbpedia"":""http://dbpedia.org/resource/Polygons""},{""text"":""Equilateral triangle"",""relevance"":""0.55106"",""dbpedia"":""http://dbpedia.org/resource/Equilateral_triangle"",""freebase"":""http://rdf.freebase.com/ns/m.02p11bs""},{""text"":""Square"",""relevance"":""0.510562"",""dbpedia"":""http://dbpedia.org/resource/Square_(geometry)"",""freebase"":""http://rdf.freebase.com/ns/m.030jx3"",""yago"":""http://yago-knowledge.org/resource/Square_(geometry)""},{""text"":""Polygon"",""relevance"":""0.49337"",""dbpedia"":""http://dbpedia.org/resource/Polygon"",""freebase"":""http://rdf.freebase.com/ns/m.05wpw"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjVXJwpEbGdrcN5Y29ycA""},{""text"":""Isotoxal figure"",""relevance"":""0.462103"",""dbpedia"":""http://dbpedia.org/resource/Isotoxal_figure"",""freebase"":""http://rdf.freebase.com/ns/m.0f_l6r""},{""text"":""Isogonal figure"",""relevance"":""0.458622"",""dbpedia"":""http://dbpedia.org/resource/Isogonal_figure"",""freebase"":""http://rdf.freebase.com/ns/m.025tmhm""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435CB,Verify experimentally the properties of dilations given by a center and a scale factor:,"[{""text"":""Scale factor"",""relevance"":""0.91136"",""dbpedia"":""http://dbpedia.org/resource/Scale_factor"",""freebase"":""http://rdf.freebase.com/ns/m.01brk5""},{""text"":""Scale"",""relevance"":""0.853334"",""dbpedia"":""http://dbpedia.org/resource/Scale_(ratio)"",""freebase"":""http://rdf.freebase.com/ns/m.0d59v"",""yago"":""http://yago-knowledge.org/resource/Scale_(ratio)""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435CC,"Given two figures, use the definition of similarity in terms of similarity transformations to decide if they are similar; explain using similarity transformations the meaning of similarity for triangles as the equality of all corresponding pairs of angles and the proportionality of all corresponding pairs of sides.","[{""text"":""Meaning of life"",""relevance"":""0.932431"",""dbpedia"":""http://dbpedia.org/resource/Meaning_of_life"",""freebase"":""http://rdf.freebase.com/ns/m.053gn"",""yago"":""http://yago-knowledge.org/resource/Meaning_of_life""},{""text"":""Similarity"",""relevance"":""0.874201"",""dbpedia"":""http://dbpedia.org/resource/Similarity_(geometry)"",""freebase"":""http://rdf.freebase.com/ns/m.09t1n"",""yago"":""http://yago-knowledge.org/resource/Similarity_(geometry)""},{""text"":""Similarity"",""relevance"":""0.644805"",""dbpedia"":""http://dbpedia.org/resource/Similarity""},{""text"":""Proportionality"",""relevance"":""0.615825"",""dbpedia"":""http://dbpedia.org/resource/Proportionality_(mathematics)"",""freebase"":""http://rdf.freebase.com/ns/m.0l1g0""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435CD,Use the properties of similarity transformations to establish the AA criterion for two triangles to be similar.,"[{""text"":""Similarity"",""relevance"":""0.91136"",""dbpedia"":""http://dbpedia.org/resource/Similarity""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435CE,Prove theorems about triangles.,"[{""text"":""Pythagorean theorem"",""relevance"":""0.878864"",""dbpedia"":""http://dbpedia.org/resource/Pythagorean_theorem"",""freebase"":""http://rdf.freebase.com/ns/m.05r2j"",""yago"":""http://yago-knowledge.org/resource/Pythagorean_theorem""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435CF,Use congruence and similarity criteria for triangles to solve problems and to prove relationships in geometric figures.,"[{""text"":""Geometry"",""relevance"":""0.943303"",""dbpedia"":""http://dbpedia.org/resource/Geometry"",""freebase"":""http://rdf.freebase.com/ns/m.025x7g_"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvgcAf5wpEbGdrcN5Y29ycA""},{""text"":""Congruence"",""relevance"":""0.892584"",""dbpedia"":""http://dbpedia.org/resource/Congruence_(geometry)"",""freebase"":""http://rdf.freebase.com/ns/m.09ssc"",""yago"":""http://yago-knowledge.org/resource/Congruence_(geometry)""},{""text"":""Problem solving"",""relevance"":""0.7578"",""dbpedia"":""http://dbpedia.org/resource/Problem_solving"",""freebase"":""http://rdf.freebase.com/ns/m.053w_z""},{""text"":""Euclidean geometry"",""relevance"":""0.700984"",""dbpedia"":""http://dbpedia.org/resource/Euclidean_geometry"",""freebase"":""http://rdf.freebase.com/ns/m.02kvn""},{""text"":""Triangle"",""relevance"":""0.658517"",""dbpedia"":""http://dbpedia.org/resource/Triangle"",""freebase"":""http://rdf.freebase.com/ns/m.07jx7"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjrapwpEbGdrcN5Y29ycA""},{""text"":""Triangles"",""relevance"":""0.572105"",""dbpedia"":""http://dbpedia.org/resource/Triangles""},{""text"":""Similarity"",""relevance"":""0.51"",""dbpedia"":""http://dbpedia.org/resource/Similarity_(geometry)"",""freebase"":""http://rdf.freebase.com/ns/m.09t1n"",""yago"":""http://yago-knowledge.org/resource/Similarity_(geometry)""},{""text"":""Shape"",""relevance"":""0.4956"",""dbpedia"":""http://dbpedia.org/resource/Shape"",""freebase"":""http://rdf.freebase.com/ns/m.016nqd"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rviHxm5wpEbGdrcN5Y29ycA""}]",,,,,,
CCSS.Math.Content,http://asn.jesandco.org/resources/S11435D0,"Understand that by similarity, side ratios in right triangles are properties of the angles in the triangle, leading to definitions of trigonometric ratios for acute angles.","[{""text"":""Hypotenuse"",""relevance"":""0.97756"",""dbpedia"":""http://dbpedia.org/resource/Hypotenuse"",""freebase"":""http://rdf.freebase.com/ns/m.025sbzr""},{""text"":""Angle"",""relevance"":""0.93017"",""dbpedia"":""http://dbpedia.org/resource/Angle"",""freebase"":""http://rdf.freebase.com/ns/m.0mwc""},{""text"":""Law of cosines"",""relevance"":""0.857662"",""dbpedia"":""http://dbpedia.org/resource/Law_of_cosines"",""freebase"":""http://rdf.freebase.com/ns/m.0dksp""},{""text"":""Law of sines"",""relevance"":""0.835353"",""dbpedia"":""http://dbpedia.org/resource/Law_of_sines"",""freebase"":""http://rdf.freebase.com/ns/m.0swh0""},{""text"":""Triangles"",""relevance"":""0.755637"",""dbpedia"":""http://dbpedia.org/resource/Triangles""},{""text"":""Right triangle"",""relevance"":""0.701582"",""dbpedia"":""http://dbpedia.org/resource/Right_triangle"",""freebase"":""http://rdf.freebase.com/ns/m.05pd8z2""},{""text"":""Triangle"",""relevance"":""0.676172"",""dbpedia"":""http://dbpedia.org/resource/Triangle"",""freebase"":""http://rdf.freebase.com/ns/m.07jx7"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rvVjrapwpEbGdrcN5Y29ycA""},{""text"":""Special right triangles"",""relevance"":""0.623888"",""dbpedia"":""http://dbpedia.org/resource/Special_right_triangles"",""freebase"":""http://rdf.freebase.com/ns/m.0709r5"",""opencyc"":""http://sw.opencyc.org/concept/Mx4rpPYZGFzUQdia6ocj4VzUbQ"",""yago"":""http://yago-knowledge.org/resource/Special_right_triangles""}]",,,,,,
